"","GSE9891_eset_ClusterK2_SAMD_1","GSE9891_eset_ClusterK2_SAMD_2","GSE9891_eset_ClusterK3_SAMD_1","GSE9891_eset_ClusterK3_SAMD_2","GSE9891_eset_ClusterK3_SAMD_3","GSE9891_eset_ClusterK4_SAMD_1","GSE9891_eset_ClusterK4_SAMD_2","GSE9891_eset_ClusterK4_SAMD_3","GSE9891_eset_ClusterK4_SAMD_4"
"A1CF",2.78853597864383,-2.78853597864383,-3.05991839079536,-1.36603574615614,4.00068567791231,-2.12247182918253,-1.31934510837313,-0.5277077893566,4.01965139741332
"AAAS",4.49699179767604,-4.49699179767604,-5.38874259012332,3.18430266997539,2.21042323554449,-4.56838053987192,3.09599872339142,-0.398568035912473,1.93974585901881
"AACS",2.40886006338819,-2.40886006338819,-2.83506939704927,1.11551633790423,1.76975546852921,-1.67150454481781,1.13386130034179,-0.318011028396494,0.937955575973957
"AADAC",-0.828049960223283,0.828049960223283,0.219508203594645,-3.99718629433239,2.64163608427984,-0.174972829748459,-4.43685294780284,2.96489076074548,0.389083986177193
"AAK1",-2.34669071428415,2.34669071428415,0.96290114134334,-4.18222325489448,2.15143463593813,0.927706148040599,-4.10935209052968,2.28704254619245,0.0982654713824973
"AAMDC",-0.566479204404615,0.566479204404615,-0.887328716786376,-0.943854171597469,1.51355546092112,0.795999565689674,-1.53055610405474,1.44267611499966,-1.27572035908774
"AAMP",3.20974876391701,-3.20974876391701,-4.7759703359567,2.00004583979718,2.83116536498113,-5.23071861860487,1.98404592364489,1.12541180797933,2.08922399944116
"AARS",1.53071181382408,-1.53071181382408,-2.28374510278646,1.59586307682676,0.902371000619177,-1.86731782436581,1.50367917166774,0.564937954268264,-0.0265213055449945
"AASDHPPT",3.1112749208807,-3.1112749208807,-3.01081306479077,3.65867657107515,-0.168691960974873,-2.4567423803133,3.42782833914085,-1.17514351910784,0.445324777987026
"AASS",0.877145752993595,-0.877145752993595,0.631519412691275,3.8875031859845,-4.90876739697459,2.03058250993585,3.74343282705117,-3.8215345383986,-3.19883600945267
"AATF",4.00696600648393,-4.00696600648393,-3.9536549381004,5.17149520839813,-1.17425544543713,-3.90809266382905,5.27500231439668,-0.763082434452095,-1.29944609027476
"AATK",2.41159171127859,-2.41159171127859,-2.32892011112662,-0.392782856299371,2.63661169607222,-1.39502180720802,-0.159987989845421,-1.94090947837753,3.16674141198121
"ABAT",1.29627079388939,-1.29627079388939,-1.73382419617605,4.29263959815995,-1.67279681445475,-1.80367435590184,4.2019471507946,-0.42778602767862,-1.58325990113875
"ABCA1",-8.74819035659769,8.74819035659769,8.88209969910665,-6.8617241548185,-2.4199407902715,8.11113796894458,-6.64611706587747,3.17796168468199,-4.61513941535235
"ABCA12",0.822611694494361,-0.822611694494361,-1.01474695172017,-0.270847333818051,1.19180306236368,-0.0316437786422647,-0.435747860818219,1.10716370925268,-1.15108412864767
"ABCA2",3.12344087814448,-3.12344087814448,-2.38240979438596,3.20485106764352,-0.304759380085857,-1.67141112223916,3.0379440240409,-1.98129569920307,1.00749613651952
"ABCA3",3.58673178545366,-3.58673178545366,-4.10844100898387,2.23683115405231,2.12022015376464,-4.18276723792382,2.12577125096583,0.396237428807359,2.29159902675047
"ABCA4",2.2141137120393,-2.2141137120393,-1.97654854514129,1.09988506331134,0.988516006726282,-2.1222778464503,1.13651654823985,-1.25223181977154,2.27228771889006
"ABCA5",-1.72558669630288,1.72558669630288,1.90640103921569,-0.702146601669507,-1.08809194008425,1.76734387615818,-1.09993954471454,0.0222532118498437,-0.446243822378656
"ABCA6",-6.39532511120678,6.39532511120678,6.64912094833643,-2.09548437374348,-6.09581484741638,5.18983872513776,-1.91784140591035,0.504528769233348,-7.41833632934477
"ABCA8",-5.92472997233342,5.92472997233342,6.67734255501317,-1.72848187994447,-5.37270201855783,6.21798796096075,-1.64508073968259,-0.327155091470203,-6.10783949290065
"ABCB1",-2.53955976909496,2.53955976909496,2.12595691264444,-3.8989818111553,0.497528598209994,1.58943671158088,-3.52731780604727,1.75137397432128,-0.418897672495416
"ABCB4",-4.68789295379242,4.68789295379242,3.98862937959195,-0.542598312294064,-3.68167332493635,4.2275120306716,-0.633915030043248,-1.46105444669489,-2.95135453192278
"ABCB7",1.52737968105666,-1.52737968105666,-2.41039155753227,-1.71350180841588,3.92569758883017,-2.24870181366038,-1.42248502470737,1.23356353461608,2.37010013999361
"ABCB9",2.60394765169143,-2.60394765169143,-3.08561158793174,-0.137844851646326,3.32559400069938,-3.71180214753101,0.0395868576373639,1.22397173888306,2.57467025774292
"ABCC1",-2.32563266999647,2.32563266999647,3.08222127433751,3.27028205563886,-5.7422284594752,3.64264308532811,3.25192844214021,-2.84611729976896,-3.89447174670365
"ABCC10",-2.4078961598809,2.4078961598809,2.99155177113511,0.164590103860274,-2.96948132718031,3.55315862515082,0.189222788100658,-0.644996003831535,-3.10805623580083
"ABCC2",2.98570092314546,-2.98570092314546,-2.89792920849539,-0.494485410255287,2.97421830010315,-2.37159866841125,-0.407888646044647,-1.19905727798009,3.4552827590102
"ABCC3",-4.72348431676259,4.72348431676259,4.40735424926197,-5.46072013206697,-0.615672902731712,5.04758211629816,-5.3408673453072,-0.509234239180287,-0.89733765267236
"ABCC4",0.579177652220401,-0.579177652220401,-0.662163230538102,-2.74040905743559,2.76641606248856,-1.34696884179932,-3.931771995066,1.29861569488314,3.0630089595459
"ABCC5",0.103943539059535,-0.103943539059535,0.712272995729173,2.96630434036707,-3.45634737074596,1.95156645415215,3.01652692880755,-4.02529653703063,-1.07953683475759
"ABCC6",0.205287513625427,-0.205287513625427,0.258411823053388,1.49947557907426,-1.9972002797062,0.994556753752118,1.6261492039218,-1.93032962282946,-1.52198628616076
"ABCC8",3.47379856464596,-3.47379856464596,-2.50937226713919,-0.110272561180962,2.17757988837418,-2.1554597323473,0.0664767736256163,-2.0070508993392,2.67779095547988
"ABCC9",-3.63510265991543,3.63510265991543,4.16915279518306,-1.21107697099514,-2.95291637345363,4.54068141333046,-0.918760047390582,0.117536361478948,-4.23103285183498
"ABCD3",0.847044554894522,-0.847044554894522,-0.74528104557458,-0.600329904372716,1.15325569354198,-0.248196672982768,-0.570761294427246,0.0549970821960297,0.727518119954832
"ABCE1",1.09036660414973,-1.09036660414973,-1.58031621150164,-0.0764734270081754,1.57488523153873,-3.0806700389926,-0.0460245432408018,2.2727586393463,0.686366629005175
"ABCF1",1.10889294788999,-1.10889294788999,-0.992835624633527,1.89749781117936,-1.03941877065073,-1.38518510442592,2.22506797126066,1.23726008379527,-2.38740994068057
"ABCF2",1.39939580172079,-1.39939580172079,-1.50954680055149,0.760004361151867,0.711892775133428,-2.27589189825352,0.682917090067895,0.898215310804445,0.529354331149792
"ABCG2",3.64517098198794,-3.64517098198794,-3.67074932261476,1.17865780661146,2.28896318990358,-3.83304729711304,1.18572716128331,0.549214531555217,1.72982750025516
"ABCG4",4.78970970401642,-4.78970970401642,-4.56108852450371,0.0809695804238929,4.14679976502475,-3.47948588214844,0.213215418083917,-0.117494372113924,4.05451325963412
"ABHD10",2.35059842850192,-2.35059842850192,-1.64515858417294,1.02228202069669,0.637553131811106,-1.67746933325621,0.809307783747803,-0.447454344832166,1.16906082371491
"ABHD11",1.64606504110614,-1.64606504110614,-1.06768511105703,-3.34495487633662,3.7598840122817,-1.03512949954713,-2.99170415128138,1.11774290036905,2.57293207383373
"ABHD14A",0.684937695589711,-0.684937695589711,-1.18771700121014,-0.324971042480393,1.49447919439481,-0.785033414208095,-0.169392615784855,-1.39329259118401,2.67390697602227
"ABHD17B",-0.390497022247484,0.390497022247484,-0.137347209300726,3.52286809433713,-3.19844016068184,-0.56472425654139,3.28599850718141,0.884259285887437,-3.80224346560823
"ABHD2",-7.17089989566243,7.17089989566243,7.81951223143282,-2.9290680295049,-4.32616571378362,8.11111827941105,-2.9444968857802,-1.07311642504364,-3.18819213818291
"ABHD3",-4.63140417211453,4.63140417211453,4.05916860964891,-3.95754461535452,0.129787137344992,2.5433723035366,-4.22134647013894,4.80051432541878,-2.17570959861676
"ABHD4",-1.21362487056194,1.21362487056194,1.81805946528703,-0.56309341811166,-1.23218519223698,2.72822443631543,-0.379603674278929,-1.12487254710045,-1.18467681193064
"ABHD5",-1.11122825547074,1.11122825547074,1.79355815846252,-3.3192824540217,0.795837309762084,1.7865275975282,-3.55185430121959,0.598023085570971,0.577167247621225
"ABHD6",-2.47040663041284,2.47040663041284,3.07421703034406,-1.25213061034861,-1.4888178082951,3.09102321362167,-0.933126437056613,-1.1249398843786,-0.679837806633583
"ABHD8",2.07413572797542,-2.07413572797542,-3.33542510690854,2.32260570771363,1.2574756303583,-3.17904787318314,2.14729099936328,1.33549957904939,-0.04250116316508
"ABI1",-4.31308450290305,4.31308450290305,3.62235535014939,-4.6921226567281,0.219019192566935,2.91821846577307,-4.48355474080346,2.82632877888094,-1.57522800640572
"ABI2",3.40589412172138,-3.40589412172138,-2.05653794831684,6.71834031738836,-2.83201386524604,-2.43168423103514,6.34201896358846,-3.67707982835437,0.760324273590948
"ABI3BP",-2.40276334385831,2.40276334385831,2.43556297818381,-1.76201810220933,-0.778598365226717,2.46341295496406,-2.09629822240777,0.207128212888892,-0.575349717876133
"ABL1",-3.61399639811466,3.61399639811466,4.72129834750181,5.15963395353854,-9.13866050708957,4.11856545967285,4.91234242125133,-2.09397567984459,-6.01859065889328
"ABL2",-2.56241536990295,2.56241536990295,3.50741324527593,4.00803061543643,-6.9612348741968,4.20413321397524,4.27035103302596,-4.10762485028602,-4.17320887452085
"ABLIM3",-3.81306703270589,3.81306703270589,3.51361443597533,-5.17827014142286,0.159418748950172,3.60896860539407,-5.67334964562477,0.599424170374989,-0.190030647598077
"ABR",-8.39968293993218,8.39968293993218,7.71525315017592,-1.64125392091671,-5.46369404212188,8.11245863583987,-1.14123287449378,0.0494809421648013,-6.97042172974296
"ABT1",2.1942187482233,-2.1942187482233,-2.99430475093955,3.86727492687535,-0.636154573877019,-3.49367281934545,4.02046187092262,0.431646506177806,-1.26793791647135
"ABTB2",3.01441715877469,-3.01441715877469,-2.11682769589506,4.27631346247644,-1.85608274536808,-1.41920315250553,4.56974893293007,-3.68386195711735,0.283323468634828
"ACAA1",-1.55277369579153,1.55277369579153,1.01114843417444,-3.69142983800041,2.4756560042471,1.82247076246424,-3.59734818230522,1.25929068688307,0.701172773819874
